DateValue,Year,Month,Week of Year,Day,Start of Year,End of Year,Month Name,Day of Year
2017-07-05 00:00:00.000,2017,7,28,5,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",186
2017-07-06 00:00:00.000,2017,7,28,6,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",187
2017-07-07 00:00:00.000,2017,7,28,7,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",188
2017-07-08 00:00:00.000,2017,7,28,8,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",189
2017-07-09 00:00:00.000,2017,7,28,9,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",190
2017-07-10 00:00:00.000,2017,7,29,10,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",191
2017-07-11 00:00:00.000,2017,7,29,11,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",192
2017-07-12 00:00:00.000,2017,7,29,12,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",193
2017-07-13 00:00:00.000,2017,7,29,13,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",194
2017-07-14 00:00:00.000,2017,7,29,14,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",195
2017-07-15 00:00:00.000,2017,7,29,15,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",196
2017-07-16 00:00:00.000,2017,7,29,16,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",197
2017-07-17 00:00:00.000,2017,7,30,17,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",198
2017-07-18 00:00:00.000,2017,7,30,18,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",199
2017-07-19 00:00:00.000,2017,7,30,19,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",200
2017-07-20 00:00:00.000,2017,7,30,20,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",201
2017-07-21 00:00:00.000,2017,7,30,21,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",202
2017-07-22 00:00:00.000,2017,7,30,22,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",203
2017-07-23 00:00:00.000,2017,7,30,23,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",204
2017-07-24 00:00:00.000,2017,7,31,24,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",205
2017-07-25 00:00:00.000,2017,7,31,25,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",206
2017-07-26 00:00:00.000,2017,7,31,26,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",207
2017-07-27 00:00:00.000,2017,7,31,27,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",208
2017-07-28 00:00:00.000,2017,7,31,28,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",209
2017-07-29 00:00:00.000,2017,7,31,29,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",210
2017-07-30 00:00:00.000,2017,7,31,30,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",211
2017-07-31 00:00:00.000,2017,7,32,31,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"July",212
2017-08-01 00:00:00.000,2017,8,32,1,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",213
2017-08-02 00:00:00.000,2017,8,32,2,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",214
2017-08-03 00:00:00.000,2017,8,32,3,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",215
2017-08-04 00:00:00.000,2017,8,32,4,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",216
2017-08-05 00:00:00.000,2017,8,32,5,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",217
2017-08-06 00:00:00.000,2017,8,32,6,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",218
2017-08-07 00:00:00.000,2017,8,33,7,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",219
2017-08-08 00:00:00.000,2017,8,33,8,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",220
2017-08-09 00:00:00.000,2017,8,33,9,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",221
2017-08-10 00:00:00.000,2017,8,33,10,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",222
2017-08-11 00:00:00.000,2017,8,33,11,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",223
2017-08-12 00:00:00.000,2017,8,33,12,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",224
2017-08-13 00:00:00.000,2017,8,33,13,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",225
2017-08-14 00:00:00.000,2017,8,34,14,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",226
2017-08-15 00:00:00.000,2017,8,34,15,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",227
2017-08-16 00:00:00.000,2017,8,34,16,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",228
2017-08-17 00:00:00.000,2017,8,34,17,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",229
2017-08-18 00:00:00.000,2017,8,34,18,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",230
2017-08-19 00:00:00.000,2017,8,34,19,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",231
2017-08-20 00:00:00.000,2017,8,34,20,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",232
2017-08-21 00:00:00.000,2017,8,35,21,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",233
2017-08-22 00:00:00.000,2017,8,35,22,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",234
2017-08-23 00:00:00.000,2017,8,35,23,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",235
2017-08-24 00:00:00.000,2017,8,35,24,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",236
2017-08-25 00:00:00.000,2017,8,35,25,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",237
2017-08-26 00:00:00.000,2017,8,35,26,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",238
2017-08-27 00:00:00.000,2017,8,35,27,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",239
2017-08-28 00:00:00.000,2017,8,36,28,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",240
2017-08-29 00:00:00.000,2017,8,36,29,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",241
2017-08-30 00:00:00.000,2017,8,36,30,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",242
2017-08-31 00:00:00.000,2017,8,36,31,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"August",243
2017-09-01 00:00:00.000,2017,9,36,1,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",244
2017-09-02 00:00:00.000,2017,9,36,2,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",245
2017-09-03 00:00:00.000,2017,9,36,3,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",246
2017-09-04 00:00:00.000,2017,9,37,4,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",247
2017-09-05 00:00:00.000,2017,9,37,5,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",248
2017-09-06 00:00:00.000,2017,9,37,6,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",249
2017-09-07 00:00:00.000,2017,9,37,7,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",250
2017-09-08 00:00:00.000,2017,9,37,8,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",251
2017-09-09 00:00:00.000,2017,9,37,9,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",252
2017-09-10 00:00:00.000,2017,9,37,10,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",253
2017-09-11 00:00:00.000,2017,9,38,11,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",254
2017-09-12 00:00:00.000,2017,9,38,12,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",255
2017-09-13 00:00:00.000,2017,9,38,13,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",256
2017-09-14 00:00:00.000,2017,9,38,14,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",257
2017-09-15 00:00:00.000,2017,9,38,15,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",258
2017-09-16 00:00:00.000,2017,9,38,16,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",259
2017-09-17 00:00:00.000,2017,9,38,17,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",260
2017-09-18 00:00:00.000,2017,9,39,18,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",261
2017-09-19 00:00:00.000,2017,9,39,19,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",262
2017-09-20 00:00:00.000,2017,9,39,20,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",263
2017-09-21 00:00:00.000,2017,9,39,21,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",264
2017-09-22 00:00:00.000,2017,9,39,22,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",265
2017-09-23 00:00:00.000,2017,9,39,23,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",266
2017-09-24 00:00:00.000,2017,9,39,24,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",267
2017-09-25 00:00:00.000,2017,9,40,25,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",268
2017-09-26 00:00:00.000,2017,9,40,26,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",269
2017-09-27 00:00:00.000,2017,9,40,27,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",270
2017-09-28 00:00:00.000,2017,9,40,28,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",271
2017-09-29 00:00:00.000,2017,9,40,29,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",272
2017-09-30 00:00:00.000,2017,9,40,30,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"September",273
2017-10-01 00:00:00.000,2017,10,40,1,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",274
2017-10-02 00:00:00.000,2017,10,41,2,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",275
2017-10-03 00:00:00.000,2017,10,41,3,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",276
2017-10-04 00:00:00.000,2017,10,41,4,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",277
2017-10-05 00:00:00.000,2017,10,41,5,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",278
2017-10-06 00:00:00.000,2017,10,41,6,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",279
2017-10-07 00:00:00.000,2017,10,41,7,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",280
2017-10-08 00:00:00.000,2017,10,41,8,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",281
2017-10-09 00:00:00.000,2017,10,42,9,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",282
2017-10-10 00:00:00.000,2017,10,42,10,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",283
2017-10-11 00:00:00.000,2017,10,42,11,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",284
2017-10-12 00:00:00.000,2017,10,42,12,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",285
2017-10-13 00:00:00.000,2017,10,42,13,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",286
2017-10-14 00:00:00.000,2017,10,42,14,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",287
2017-10-15 00:00:00.000,2017,10,42,15,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",288
2017-10-16 00:00:00.000,2017,10,43,16,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",289
2017-10-17 00:00:00.000,2017,10,43,17,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",290
2017-10-18 00:00:00.000,2017,10,43,18,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",291
2017-10-19 00:00:00.000,2017,10,43,19,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",292
2017-10-20 00:00:00.000,2017,10,43,20,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",293
2017-10-21 00:00:00.000,2017,10,43,21,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",294
2017-10-22 00:00:00.000,2017,10,43,22,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",295
2017-10-23 00:00:00.000,2017,10,44,23,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",296
2017-10-24 00:00:00.000,2017,10,44,24,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",297
2017-10-25 00:00:00.000,2017,10,44,25,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",298
2017-10-26 00:00:00.000,2017,10,44,26,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",299
2017-10-27 00:00:00.000,2017,10,44,27,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",300
2017-10-28 00:00:00.000,2017,10,44,28,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",301
2017-10-29 00:00:00.000,2017,10,44,29,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",302
2017-10-30 00:00:00.000,2017,10,45,30,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",303
2017-10-31 00:00:00.000,2017,10,45,31,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"October",304
2017-11-01 00:00:00.000,2017,11,45,1,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",305
2017-11-02 00:00:00.000,2017,11,45,2,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",306
2017-11-03 00:00:00.000,2017,11,45,3,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",307
2017-11-04 00:00:00.000,2017,11,45,4,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",308
2017-11-05 00:00:00.000,2017,11,45,5,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",309
2017-11-06 00:00:00.000,2017,11,46,6,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",310
2017-11-07 00:00:00.000,2017,11,46,7,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",311
2017-11-08 00:00:00.000,2017,11,46,8,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",312
2017-11-09 00:00:00.000,2017,11,46,9,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",313
2017-11-10 00:00:00.000,2017,11,46,10,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",314
2017-11-11 00:00:00.000,2017,11,46,11,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",315
2017-11-12 00:00:00.000,2017,11,46,12,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",316
2017-11-13 00:00:00.000,2017,11,47,13,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",317
2017-11-14 00:00:00.000,2017,11,47,14,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",318
2017-11-15 00:00:00.000,2017,11,47,15,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",319
2017-11-16 00:00:00.000,2017,11,47,16,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",320
2017-11-17 00:00:00.000,2017,11,47,17,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",321
2017-11-18 00:00:00.000,2017,11,47,18,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",322
2017-11-19 00:00:00.000,2017,11,47,19,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",323
2017-11-20 00:00:00.000,2017,11,48,20,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",324
2017-11-21 00:00:00.000,2017,11,48,21,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",325
2017-11-22 00:00:00.000,2017,11,48,22,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",326
2017-11-23 00:00:00.000,2017,11,48,23,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",327
2017-11-24 00:00:00.000,2017,11,48,24,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",328
2017-11-25 00:00:00.000,2017,11,48,25,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",329
2017-11-26 00:00:00.000,2017,11,48,26,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",330
2017-11-27 00:00:00.000,2017,11,49,27,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",331
2017-11-28 00:00:00.000,2017,11,49,28,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",332
2017-11-29 00:00:00.000,2017,11,49,29,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",333
2017-11-30 00:00:00.000,2017,11,49,30,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"November",334
2017-12-01 00:00:00.000,2017,12,49,1,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",335
2017-12-02 00:00:00.000,2017,12,49,2,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",336
2017-12-03 00:00:00.000,2017,12,49,3,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",337
2017-12-04 00:00:00.000,2017,12,50,4,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",338
2017-12-05 00:00:00.000,2017,12,50,5,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",339
2017-12-06 00:00:00.000,2017,12,50,6,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",340
2017-12-07 00:00:00.000,2017,12,50,7,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",341
2017-12-08 00:00:00.000,2017,12,50,8,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",342
2017-12-09 00:00:00.000,2017,12,50,9,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",343
2017-12-10 00:00:00.000,2017,12,50,10,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",344
2017-12-11 00:00:00.000,2017,12,51,11,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",345
2017-12-12 00:00:00.000,2017,12,51,12,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",346
2017-12-13 00:00:00.000,2017,12,51,13,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",347
2017-12-14 00:00:00.000,2017,12,51,14,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",348
2017-12-15 00:00:00.000,2017,12,51,15,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",349
2017-12-16 00:00:00.000,2017,12,51,16,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",350
2017-12-17 00:00:00.000,2017,12,51,17,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",351
2017-12-18 00:00:00.000,2017,12,52,18,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",352
2017-12-19 00:00:00.000,2017,12,52,19,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",353
2017-12-20 00:00:00.000,2017,12,52,20,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",354
2017-12-21 00:00:00.000,2017,12,52,21,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",355
2017-12-22 00:00:00.000,2017,12,52,22,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",356
2017-12-23 00:00:00.000,2017,12,52,23,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",357
2017-12-24 00:00:00.000,2017,12,52,24,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",358
2017-12-25 00:00:00.000,2017,12,53,25,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",359
2017-12-26 00:00:00.000,2017,12,53,26,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",360
2017-12-27 00:00:00.000,2017,12,53,27,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",361
2017-12-28 00:00:00.000,2017,12,53,28,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",362
2017-12-29 00:00:00.000,2017,12,53,29,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",363
2017-12-30 00:00:00.000,2017,12,53,30,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",364
2017-12-31 00:00:00.000,2017,12,53,31,2017-01-01 00:00:00.000,2017-12-31 00:00:00.000,"December",365
