Location_ID,Latitude,Longitude,LatLong
671,-33.95200543,151.0319661,"-33.95200543,151.0319661"
672,-33.95170664,151.0319304,"-33.95170664,151.0319304"
673,-33.95413352,150.9982975,"-33.95413352,150.9982975"
674,-33.95440402,150.998267,"-33.95440402,150.998267"
675,-33.8178785,151.0063215,"-33.8178785,151.0063215"
676,-33.81823772,151.0059293,"-33.81823772,151.0059293"
677,-33.81819896,151.0058847,"-33.81819896,151.0058847"
678,-33.81753109,151.005003,"-33.81753109,151.005003"
679,-33.81707893,151.0049168,"-33.81707893,151.0049168"
680,-33.81737628,151.0046956,"-33.81737628,151.0046956"
681,-33.81698089,151.0046804,"-33.81698089,151.0046804"
682,-33.81757268,151.0045096,"-33.81757268,151.0045096"
683,-33.8172046,151.0044433,"-33.8172046,151.0044433"
684,-32.60237058,151.6147645,"-32.60237058,151.6147645"
685,-33.80167682,150.9570035,"-33.80167682,150.9570035"
686,-33.80127175,150.956549,"-33.80127175,150.956549"
687,-33.80135205,150.9559293,"-33.80135205,150.9559293"
688,-33.80130891,150.9558506,"-33.80130891,150.9558506"
689,-33.7379301,151.0727775,"-33.7379301,151.0727775"
690,-33.73795586,151.0726265,"-33.73795586,151.0726265"
691,-33.73771583,151.0726063,"-33.73771583,151.0726063"
692,-33.73772306,151.0725732,"-33.73772306,151.0725732"
693,-33.73816108,151.0725647,"-33.73816108,151.0725647"
694,-33.73786579,151.0724987,"-33.73786579,151.0724987"
695,-33.74985862,150.6965761,"-33.74985862,150.6965761"
696,-33.74985115,150.6965045,"-33.74985115,150.6965045"
697,-33.75029054,150.6964713,"-33.75029054,150.6964713"
698,-33.75028162,150.6964333,"-33.75028162,150.6964333"
699,-33.75018886,150.6961967,"-33.75018886,150.6961967"
700,-34.67230549,150.2122744,"-34.67230549,150.2122744"
701,-34.6721605,150.212086,"-34.6721605,150.212086"
702,-33.96608121,151.0888374,"-33.96608121,151.0888374"
703,-33.96633248,151.088801,"-33.96633248,151.088801"
704,-33.96631991,151.0887138,"-33.96631991,151.0887138"
705,-33.96609707,151.0886682,"-33.96609707,151.0886682"
706,-33.89402275,151.1557675,"-33.89402275,151.1557675"
707,-33.8936064,151.1555418,"-33.8936064,151.1555418"
708,-34.17964863,150.612881,"-34.17964863,150.612881"
709,-34.17927875,150.6127309,"-34.17927875,150.6127309"
710,-34.17968277,150.6127042,"-34.17968277,150.6127042"
711,-34.17921166,150.6126647,"-34.17921166,150.6126647"
712,-33.44630072,151.3285267,"-33.44630072,151.3285267"
713,-33.44618258,151.3282641,"-33.44618258,151.3282641"
714,-33.44621399,151.3282199,"-33.44621399,151.3282199"
715,-34.47718852,150.9028567,"-34.47718852,150.9028567"
716,-34.47297995,150.8873269,"-34.47297995,150.8873269"
717,-34.47312925,150.8870415,"-34.47312925,150.8870415"
718,-33.92525226,151.0555798,"-33.92525226,151.0555798"
719,-33.92556758,151.0555716,"-33.92556758,151.0555716"
720,-33.74463831,151.1422732,"-33.74463831,151.1422732"
721,-33.74498339,151.1421989,"-33.74498339,151.1421989"
722,-33.869535,151.197707,"-33.869535,151.197707"
723,-33.72731055,150.886272,"-33.72731055,150.886272"
724,-33.72721559,150.8862174,"-33.72721559,150.8862174"
725,-33.72743142,150.8860389,"-33.72743142,150.8860389"
726,-33.72721417,150.8858872,"-33.72721417,150.8858872"
727,-33.8920298,151.1995113,"-33.8920298,151.1995113"
728,-33.891563,151.198824,"-33.891563,151.198824"
729,-33.89270463,151.1981812,"-33.89270463,151.1981812"
730,-33.8833513,151.0241784,"-33.8833513,151.0241784"
731,-33.88311577,151.0237932,"-33.88311577,151.0237932"
732,-33.88324672,151.0237008,"-33.88324672,151.0237008"
733,-33.95270727,151.0154862,"-33.95270727,151.0154862"
734,-33.95235886,151.0153198,"-33.95235886,151.0153198"
735,-33.95231174,151.0152774,"-33.95231174,151.0152774"
736,-33.95273626,151.0152327,"-33.95273626,151.0152327"
737,-33.83067679,151.0872367,"-33.83067679,151.0872367"
738,-33.83064963,151.0872234,"-33.83064963,151.0872234"
739,-33.83045691,151.0868768,"-33.83045691,151.0868768"
740,-33.83064015,151.0868216,"-33.83064015,151.0868216"
741,-33.59877109,150.7523098,"-33.59877109,150.7523098"
742,-33.5988545,150.7522539,"-33.5988545,150.7522539"
743,-33.67976814,150.860729,"-33.67976814,150.860729"
744,-33.67985685,150.8605208,"-33.67985685,150.8605208"
745,-33.67905167,150.8604401,"-33.67905167,150.8604401"
746,-33.9514708,151.0525622,"-33.9514708,151.0525622"
747,-33.95160087,151.0525497,"-33.95160087,151.0525497"
748,-33.9523035,151.1369871,"-33.9523035,151.1369871"
749,-33.95248742,151.1368614,"-33.95248742,151.1368614"
750,-33.95258099,151.1368441,"-33.95258099,151.1368441"
751,-33.95191037,151.1364413,"-33.95191037,151.1364413"
752,-33.95221004,151.1362805,"-33.95221004,151.1362805"
753,-33.77188219,150.8444618,"-33.77188219,150.8444618"
754,-33.7714864,150.8442846,"-33.7714864,150.8442846"
755,-33.77201339,150.844247,"-33.77201339,150.844247"
756,-33.77124814,150.8438721,"-33.77124814,150.8438721"
757,-33.82303843,151.0222311,"-33.82303843,151.0222311"
758,-33.82322002,151.0222102,"-33.82322002,151.0222102"
759,-33.82308432,151.0218152,"-33.82308432,151.0218152"
760,-33.78434859,151.1778664,"-33.78434859,151.1778664"
761,-33.7846798,151.177749,"-33.7846798,151.177749"
762,-33.87185725,151.1729488,"-33.87185725,151.1729488"
763,-33.8719533,151.1729143,"-33.8719533,151.1729143"
764,-33.8717488,151.1728699,"-33.8717488,151.1728699"
765,-33.81015641,151.0294797,"-33.81015641,151.0294797"
766,-32.87279417,151.7028016,"-32.87279417,151.7028016"
767,-34.2656783,150.9654965,"-34.2656783,150.9654965"
768,-34.26551615,150.9651941,"-34.26551615,150.9651941"
769,-33.70483553,150.8742383,"-33.70483553,150.8742383"
770,-33.7044383,150.8740174,"-33.7044383,150.8740174"
771,-33.70418713,150.8739328,"-33.70418713,150.8739328"
772,-33.70454498,150.8736108,"-33.70454498,150.8736108"
773,-33.7043178,150.8735269,"-33.7043178,150.8735269"
774,-32.04670656,150.8670728,"-32.04670656,150.8670728"
775,-33.88516272,151.0118417,"-33.88516272,151.0118417"
776,-33.88549648,151.0117978,"-33.88549648,151.0117978"
777,-33.88516069,151.0116714,"-33.88516069,151.0116714"
778,-33.88543207,151.0116221,"-33.88543207,151.0116221"
779,-33.77410577,150.9361911,"-33.77410577,150.9361911"
780,-33.77455756,150.9361722,"-33.77455756,150.9361722"
781,-33.77407161,150.9360893,"-33.77407161,150.9360893"
782,-33.77410285,150.9359253,"-33.77410285,150.9359253"
783,-33.77452,150.935432,"-33.77452,150.935432"
784,-34.59125149,150.8448185,"-34.59125149,150.8448185"
785,-34.5913074,150.8448018,"-34.5913074,150.8448018"
786,-34.59122591,150.8446697,"-34.59122591,150.8446697"
787,-34.59128718,150.8446519,"-34.59128718,150.8446519"
788,-32.57196082,151.1656827,"-32.57196082,151.1656827"
789,-32.5718537,151.1655409,"-32.5718537,151.1655409"
790,-32.57183342,151.1654861,"-32.57183342,151.1654861"
791,-33.69918984,150.5636973,"-33.69918984,150.5636973"
792,-33.69936145,150.5635226,"-33.69936145,150.5635226"
793,-33.69896475,150.5633045,"-33.69896475,150.5633045"
794,-33.86992775,151.2114985,"-33.86992775,151.2114985"
795,-33.87003326,151.2112893,"-33.87003326,151.2112893"
796,-33.870678,151.2104842,"-33.870678,151.2104842"
797,-33.87074951,151.2104486,"-33.87074951,151.2104486"
798,-33.82224634,151.1947629,"-33.82224634,151.1947629"
799,-33.82222391,151.1947607,"-33.82222391,151.1947607"
800,-33.82232319,151.1936479,"-33.82232319,151.1936479"
801,-33.82231649,151.1936088,"-33.82231649,151.1936088"
802,-33.82246257,151.1934322,"-33.82246257,151.1934322"
803,-33.82243079,151.1933676,"-33.82243079,151.1933676"
804,-33.76189765,150.7751589,"-33.76189765,150.7751589"
805,-33.76235089,150.7750575,"-33.76235089,150.7750575"
806,-33.76188001,150.7749259,"-33.76188001,150.7749259"
807,-33.76231824,150.774872,"-33.76231824,150.774872"
808,-33.90745391,151.1808612,"-33.90745391,151.1808612"
809,-33.90694267,151.1806495,"-33.90694267,151.1806495"
810,-33.89416485,151.1642047,"-33.89416485,151.1642047"
811,-33.89467603,151.1641571,"-33.89467603,151.1641571"
812,-34.22618328,150.9812344,"-34.22618328,150.9812344"
813,-34.22614425,150.9810046,"-34.22614425,150.9810046"
814,-33.87146835,151.0946037,"-33.87146835,151.0946037"
815,-33.87134403,151.0944811,"-33.87134403,151.0944811"
816,-33.87220808,151.0942838,"-33.87220808,151.0942838"
817,-33.87185964,151.0938299,"-33.87185964,151.0938299"
818,-33.8901592,151.1389449,"-33.8901592,151.1389449"
819,-33.89053286,151.1389072,"-33.89053286,151.1389072"
820,-33.89010644,151.1387528,"-33.89010644,151.1387528"
821,-33.89044157,151.1386413,"-33.89044157,151.1386413"
822,-33.89043171,151.1386155,"-33.89043171,151.1386155"
823,-34.0315702,151.0574323,"-34.0315702,151.0574323"
824,-34.0315567,151.0573425,"-34.0315567,151.0573425"
825,-34.03183438,151.0569098,"-34.03183438,151.0569098"
826,-33.91491191,151.1661011,"-33.91491191,151.1661011"
827,-33.9148634,151.1660472,"-33.9148634,151.1660472"
828,-34.22358755,150.5902412,"-34.22358755,150.5902412"
829,-34.22346581,150.5898308,"-34.22346581,150.5898308"
830,-34.71837568,150.0860928,"-34.71837568,150.0860928"
831,-32.80882092,151.6694636,"-32.80882092,151.6694636"
832,-32.80889516,151.6693728,"-32.80889516,151.6693728"
833,-33.45083997,151.3188156,"-33.45083997,151.3188156"
834,-33.45088295,151.318787,"-33.45088295,151.318787"
835,-33.45077303,151.3187403,"-33.45077303,151.3187403"
836,-33.45094989,151.3183448,"-33.45094989,151.3183448"
837,-33.8895669,151.145176,"-33.8895669,151.145176"
838,-33.88990657,151.1451041,"-33.88990657,151.1451041"
839,-33.88963067,151.1450837,"-33.88963067,151.1450837"
840,-33.8898685,151.1450731,"-33.8898685,151.1450731"
841,-32.72323179,151.5398951,"-32.72323179,151.5398951"
842,-32.72337822,151.5398859,"-32.72337822,151.5398859"
843,-33.79400629,151.041781,"-33.79400629,151.041781"
844,-33.79424948,151.0415241,"-33.79424948,151.0415241"
845,-33.7945703,151.0413839,"-33.7945703,151.0413839"
846,-33.79402152,151.0412637,"-33.79402152,151.0412637"
847,-33.79411509,151.0411954,"-33.79411509,151.0411954"
848,-33.92369195,151.1567982,"-33.92369195,151.1567982"
849,-33.92394727,151.15675,"-33.92394727,151.15675"
850,-33.92358032,151.1564713,"-33.92358032,151.1564713"
851,-33.92389629,151.1563979,"-33.92389629,151.1563979"
852,-32.96276877,151.60415,"-32.96276877,151.60415"
853,-32.962727,151.6039263,"-32.962727,151.6039263"
854,-32.96216248,151.6036419,"-32.96216248,151.6036419"
855,-33.8672709,151.1957096,"-33.8672709,151.1957096"
856,-34.31786015,150.9193757,"-34.31786015,150.9193757"
857,-34.31799787,150.9192528,"-34.31799787,150.9192528"
858,-34.31788392,150.918865,"-34.31788392,150.918865"
859,-34.31795869,150.9188517,"-34.31795869,150.9188517"
860,-33.73207901,151.0783738,"-33.73207901,151.0783738"
861,-33.73211866,151.0783327,"-33.73211866,151.0783327"
862,-33.73180916,151.0781183,"-33.73180916,151.0781183"
863,-32.78357334,151.6399935,"-32.78357334,151.6399935"
864,-32.78356119,151.6399551,"-32.78356119,151.6399551"
865,-33.78699939,150.9516071,"-33.78699939,150.9516071"
866,-33.78714281,150.9511669,"-33.78714281,150.9511669"
867,-33.87317129,151.2071252,"-33.87317129,151.2071252"
868,-33.87357692,151.2070647,"-33.87357692,151.2070647"
869,-33.87389408,151.2070208,"-33.87389408,151.2070208"
870,-33.87394872,151.2070088,"-33.87394872,151.2070088"
871,-33.87324335,151.2067182,"-33.87324335,151.2067182"
872,-33.87300204,151.2066961,"-33.87300204,151.2066961"
873,-33.87416617,151.2066678,"-33.87416617,151.2066678"
874,-33.87370422,151.206619,"-33.87370422,151.206619"
875,-33.87346213,151.2056759,"-33.87346213,151.2056759"
876,-34.38408404,150.9016675,"-34.38408404,150.9016675"
877,-34.38412652,150.9013586,"-34.38412652,150.9013586"
878,-33.3077456,151.4204201,"-33.3077456,151.4204201"
879,-33.30747496,151.4200755,"-33.30747496,151.4200755"
880,-33.30767799,151.4200382,"-33.30767799,151.4200382"
881,-33.73258953,151.1290978,"-33.73258953,151.1290978"
882,-33.73287787,151.128659,"-33.73287787,151.128659"
883,-33.92977422,151.1404283,"-33.92977422,151.1404283"
884,-34.45512841,150.8460834,"-34.45512841,150.8460834"
885,-34.45480327,150.8454954,"-34.45480327,150.8454954"
886,-33.70388256,150.5840807,"-33.70388256,150.5840807"
887,-33.70385585,150.5840194,"-33.70385585,150.5840194"
888,-33.70414867,150.5836892,"-33.70414867,150.5836892"
889,-32.75096544,151.5941378,"-32.75096544,151.5941378"
890,-32.7511242,151.5937962,"-32.7511242,151.5937962"
891,-33.88092102,150.9773626,"-33.88092102,150.9773626"
892,-33.88074082,150.9773471,"-33.88074082,150.9773471"
893,-33.65018802,150.851063,"-33.65018802,150.851063"
894,-33.71800187,151.1175185,"-33.71800187,151.1175185"
895,-33.71028639,151.105246,"-33.71028639,151.105246"
896,-33.71065655,151.1049153,"-33.71065655,151.1049153"
897,-32.49615032,151.6956921,"-32.49615032,151.6956921"
898,-32.88698384,151.7111872,"-32.88698384,151.7111872"
899,-32.88848678,151.709521,"-32.88848678,151.709521"
900,-32.90210317,151.731215,"-32.90210317,151.731215"
901,-32.902354,151.7310238,"-32.902354,151.7310238"
902,-33.8989622,151.140003,"-33.8989622,151.140003"
903,-33.8988126,151.1398647,"-33.8988126,151.1398647"
904,-33.2473843,151.4491366,"-33.2473843,151.4491366"
905,-33.24713278,151.4488456,"-33.24713278,151.4488456"
906,-33.72439373,151.1220398,"-33.72439373,151.1220398"
907,-33.72454128,151.1217229,"-33.72454128,151.1217229"
908,-33.72132609,150.6029511,"-33.72132609,150.6029511"
909,-33.721589,150.6027819,"-33.721589,150.6027819"
910,-33.7215927,150.6027681,"-33.7215927,150.6027681"
911,-33.72206858,150.602657,"-33.72206858,150.602657"
912,-33.72204408,150.6025654,"-33.72204408,150.6025654"
913,-33.91318088,150.9353246,"-33.91318088,150.9353246"
914,-33.91340518,150.9352764,"-33.91340518,150.9352764"
915,-33.91324659,150.9349959,"-33.91324659,150.9349959"
916,-33.91347354,150.9349611,"-33.91347354,150.9349611"
917,-34.13517267,150.994605,"-34.13517267,150.994605"
918,-33.83756728,151.1974683,"-33.83756728,151.1974683"
919,-33.83761043,151.1973366,"-33.83761043,151.1973366"
920,-33.70932977,150.3764898,"-33.70932977,150.3764898"
921,-33.70952535,150.3761198,"-33.70952535,150.3761198"
922,-33.8742417,151.1940945,"-33.8742417,151.1940945"
923,-33.87506758,151.1935385,"-33.87506758,151.1935385"
924,-33.80686889,150.9725242,"-33.80686889,150.9725242"
925,-33.80725292,150.972304,"-33.80725292,150.972304"
926,-33.80667668,150.971932,"-33.80667668,150.971932"
927,-33.80706875,150.9718275,"-33.80706875,150.9718275"
928,-33.7590496,150.7575668,"-33.7590496,150.7575668"
929,-33.75924963,150.7575314,"-33.75924963,150.7575314"
930,-33.75903757,150.7574454,"-33.75903757,150.7574454"
931,-33.75920751,150.7574014,"-33.75920751,150.7574014"
932,-33.80746637,151.0905793,"-33.80746637,151.0905793"
933,-33.80747159,151.0904036,"-33.80747159,151.0904036"
934,-33.80687546,151.0901576,"-33.80687546,151.0901576"
935,-33.80704425,151.0900831,"-33.80704425,151.0900831"
936,-33.8074677,151.0899608,"-33.8074677,151.0899608"
937,-33.80836116,150.9881873,"-33.80836116,150.9881873"
938,-33.80870858,150.9878707,"-33.80870858,150.9878707"
939,-33.80819002,150.9877158,"-33.80819002,150.9877158"
940,-33.80864182,150.9876577,"-33.80864182,150.9876577"
941,-33.92278182,151.0680626,"-33.92278182,151.0680626"
942,-33.92270486,151.0680185,"-33.92270486,151.0680185"
943,-33.61362381,150.8111058,"-33.61362381,150.8111058"
944,-33.61292723,150.8090296,"-33.61292723,150.8090296"
945,-34.69233579,150.1583818,"-34.69233579,150.1583818"
946,-34.69201661,150.1582058,"-34.69201661,150.1582058"
947,-32.46292679,151.7424687,"-32.46292679,151.7424687"
948,-33.92867126,151.1544432,"-33.92867126,151.1544432"
949,-33.92868435,151.1543587,"-33.92868435,151.1543587"
950,-33.92884985,151.1538917,"-33.92884985,151.1538917"
951,-33.92882963,151.153842,"-33.92882963,151.153842"
952,-34.42582725,150.8886385,"-34.42582725,150.8886385"
953,-34.42673344,150.8885596,"-34.42673344,150.8885596"
954,-34.42698795,150.8884363,"-34.42698795,150.8884363"
955,-34.42645671,150.8884344,"-34.42645671,150.8884344"
956,-34.42642506,150.8882201,"-34.42642506,150.8882201"
957,-34.42587253,150.8882123,"-34.42587253,150.8882123"
958,-34.42720865,150.8879475,"-34.42720865,150.8879475"
959,-34.42679193,150.8878175,"-34.42679193,150.8878175"
960,-33.8315907,151.1925953,"-33.8315907,151.1925953"
961,-33.83245952,151.1921823,"-33.83245952,151.1921823"
962,-33.8326745,151.1917926,"-33.8326745,151.1917926"
963,-33.831467429999996,151.1915732,"-33.831467429999996,151.1915732"
964,-34.27545316,150.9536753,"-34.27545316,150.9536753"
965,-34.27530416,150.9535083,"-34.27530416,150.9535083"
966,-33.49202131,151.2571482,"-33.49202131,151.2571482"
967,-33.7357511,150.4821963,"-33.7357511,150.4821963"
968,-33.73546893,150.4818417,"-33.73546893,150.4818417"
969,-33.73526715,150.4808855,"-33.73526715,150.4808855"
970,-34.04741225,151.1437622,"-34.04741225,151.1437622"
971,-34.04744884,151.1437013,"-34.04744884,151.1437013"
972,-34.04769831,151.1436487,"-34.04769831,151.1436487"
973,-34.04765603,151.1435849,"-34.04765603,151.1435849"
974,-34.34939351,150.9153897,"-34.34939351,150.9153897"
975,-34.34956158,150.91536,"-34.34956158,150.91536"
976,-34.34932926,150.9151104,"-34.34932926,150.9151104"
977,-33.48597397,151.324352,"-33.48597397,151.324352"
978,-33.48527377,151.3237255,"-33.48527377,151.3237255"
979,-33.48585711,151.3233847,"-33.48585711,151.3233847"
980,-33.48597825,151.3232156,"-33.48597825,151.3232156"
981,-33.17984054,151.48724,"-33.17984054,151.48724"
982,-33.180164,151.4868566,"-33.180164,151.4868566"
983,-33.86553906,151.2063145,"-33.86553906,151.2063145"
984,-33.86583394,151.2062822,"-33.86583394,151.2062822"
985,-33.86572268,151.206269,"-33.86572268,151.206269"
986,-33.86570502,151.2061027,"-33.86570502,151.2061027"
987,-33.86566282,151.2059726,"-33.86566282,151.2059726"
988,-33.86575654,151.2059633,"-33.86575654,151.2059633"
989,-33.86560119,151.2055201,"-33.86560119,151.2055201"
990,-33.86445369,151.2053161,"-33.86445369,151.2053161"
991,-33.86572968,151.2050799,"-33.86572968,151.2050799"
992,-33.86564376,151.2050042,"-33.86564376,151.2050042"
993,-33.86562889,151.2048,"-33.86562889,151.2048"
994,-33.86524696,151.20397,"-33.86524696,151.20397"
995,-33.86534132,151.203967,"-33.86534132,151.203967"
996,-33.28508373,151.4255992,"-33.28508373,151.4255992"
997,-33.2853325,151.4255494,"-33.2853325,151.4255494"
998,-33.28524935,151.4252208,"-33.28524935,151.4252208"
999,-33.2853225,151.4251587,"-33.2853225,151.4251587"
1000,-33.90733106,151.0246767,"-33.90733106,151.0246767"
1001,-33.86488282,150.97104,"-33.86488282,150.97104"
1002,-33.86462082,150.9709456,"-33.86462082,150.9709456"
1003,-33.86498836,150.9708084,"-33.86498836,150.9708084"
1004,-33.86502912,150.9707162,"-33.86502912,150.9707162"
1005,-34.37159251,150.5434481,"-34.37159251,150.5434481"
1006,-33.47184198,150.2021194,"-33.47184198,150.2021194"
